GU,Date,offense,Count
CARMEN,2023-09-01,ONLINE SCAM,13
MATINA APLAYA,2023-09-01,ROBBERY,12
EDEN,2023-09-01,ILLEGAL POSSESSION OF FIREARMS,19
MAHAYAG,2023-09-01,HOMICIDE,10
MAHAYAG,2023-09-01,DRUG-RELATED,23
BARANGAY 8-A,2023-09-01,CHILD ABUSE,11
LOS AMIGOS,2023-10-01,PHYSICAL INJURY,21
BARANGAY 13-B,2023-10-01,THEFT,24
ILANG,2023-10-01,HOMICIDE,19
VICENTE HIZON,2023-10-01,HACKING,22
CATALUNAN PEQUENO,2023-10-01,ONLINE SCAM,10
TIBUNGCO,2023-10-01,VANDALISM,16
BALENGAENG,2023-10-01,CYBER LIBEL,18
TIBUNGCO,2023-10-01,ILLEGAL GAMBLING,3
LUBOGAN,2023-10-01,DRUG-RELATED,20
BAGO APLAYA,2023-10-01,PHYSICAL INJURY,18
BARANGAY 20-B,2023-10-01,BURGLARY,23
MAPI-ILA,2023-10-01,VANDALISM,5
MARAPANGI,2023-10-01,VANDALISM,13
SALUMAY,2023-10-01,HOMICIDE,18
BARANGAY 13-B,2023-10-01,IDENTITY THEFT,20
TOMAS MONTEVERDE,2023-10-01,RAPE,9
TACUNAN,2023-10-01,CARNAPPING,4
PAMPANGA,2023-10-01,IDENTITY THEFT,17
TAGURANO,2023-10-01,RAPE,7
TUGBOK,2023-10-01,HACKING,11
TAGURANO,2023-10-01,CARNAPPING,1
CATALUNAN GRANDE,2023-10-01,ILLEGAL POSSESSION OF FIREARMS,22
MARAPANGI,2023-10-01,ILLEGAL GAMBLING,6
MINTAL,2023-10-01,ROBBERY,5
SUBASTA,2023-10-01,IDENTITY THEFT,14
ALAMBRE,2023-10-01,ONLINE SCAM,24
TUGBOK,2023-10-01,ONLINE SCAM,12
COMMUNAL,2023-10-01,HOMICIDE,12
MATINA CROSSING,2023-10-01,HACKING,19
MANUEL GUIANGA,2023-10-01,RAPE,9
TUNGKALAN,2023-10-01,BURGLARY,11
SALAPAWAN,2023-10-01,CYBER LIBEL,2
CATALUNAN GRANDE,2023-10-01,RAPE,22
AGDAO PROPER,2023-10-01,VANDALISM,13
BARANGAY 9-A,2023-10-01,THEFT,10
PACIANO BANGOY,2023-10-01,BURGLARY,3
AGDAO PROPER,2023-10-01,ONLINE SCAM,15
MAHAYAG,2023-10-01,HOMICIDE,24
BALIOK,2023-10-01,ILLEGAL POSSESSION OF FIREARMS,4
SANTO NINO,2023-10-01,CYBER LIBEL,2
MALABOG,2023-10-01,CHILD ABUSE,12
BARANGAY 14-B,2023-10-01,RAPE,3
BALENGAENG,2023-10-01,CHILD ABUSE,2
MANUEL GUIANGA,2023-10-01,CARNAPPING,1
BINUGAO,2023-10-01,THEFT,8
BARANGAY 38-D,2023-10-01,CARNAPPING,21
LAMANAN,2023-10-01,HOMICIDE,2
BAGO OSHIRO,2023-10-01,HOMICIDE,21
PACIANO BANGOY,2023-10-01,IDENTITY THEFT,21
BAGO GALLERA,2023-10-01,BURGLARY,5
GUMALANG,2023-10-01,ILLEGAL GAMBLING,2
ANGALAN,2023-10-01,MURDER,22
ANGALAN,2023-10-01,CARNAPPING,13
DUTERTE,2023-10-01,IDENTITY THEFT,15
MULIG,2023-10-01,ILLEGAL POSSESSION OF FIREARMS,23
MAGSAYSAY,2023-10-01,RAPE,5
LIZADA,2023-10-01,CHILD ABUSE,1
74-A MATINA CROSSING,2023-10-01,HACKING,7
PANALUM,2023-10-01,VANDALISM,4
ALFONSO ANGLIONGTO SR,2023-10-01,ILLEGAL GAMBLING,16
MAGSAYSAY,2023-10-01,DRUG-RELATED,2
SALOY,2023-10-01,CHILD ABUSE,14
MARAPANGI,2023-10-01,THEFT,17
CARMEN,2023-10-01,MURDER,16
ALFONSO ANGLIONGTO SR,2023-10-01,IDENTITY THEFT,19
BARANGAY 14-B,2023-10-01,ROBBERY,16
NEW VALENCIA,2023-10-01,VANDALISM,20
CATALUNAN GRANDE,2023-10-01,ILLEGAL GAMBLING,24
CATIGAN,2023-10-01,HOMICIDE,2
PAQUIBATO,2023-10-01,ONLINE SCAM,22
LACSON,2023-11-01,CHILD ABUSE,11
LACSON,2023-11-01,MURDER,13
CARMEN,2023-11-01,ILLEGAL GAMBLING,23
GUMITAN,2023-11-01,DRUG-RELATED,13
BARANGAY 14-B,2023-11-01,HOMICIDE,21
BUHANGIN,2023-11-01,THEFT,11
BARANGAY 26-C,2023-11-01,VANDALISM,13
MAGTUOD,2023-11-01,CHILD ABUSE,7
GUMALANG,2023-11-01,IDENTITY THEFT,15
CAWAYAN,2023-11-01,BURGLARY,17
BARANGAY 18-B,2023-11-01,RAPE,13
BALIOK,2023-11-01,THEFT,13
ALFONSO ANGLIONGTO SR,2023-11-01,CARNAPPING,7
SIRIB,2023-11-01,HACKING,16
VICENTE HIZON,2023-11-01,HACKING,8
BARANGAY 9-A,2023-11-01,HOMICIDE,24
MATINA PANGI,2023-11-01,ROBBERY,16
BARANGAY 22-C,2023-11-01,CHILD ABUSE,14
BARANGAY 10-A,2023-11-01,HOMICIDE,22
FATIMA,2023-11-01,ONLINE SCAM,2
PAQUIBATO,2023-11-01,HACKING,6
BARANGAY 2-A,2023-11-01,CHILD ABUSE,16
WINES,2023-11-01,THEFT,18
INDANGAN,2023-11-01,PHYSICAL INJURY,18
TUGBOK,2023-11-01,ILLEGAL GAMBLING,2
CATALUNAN PEQUENO,2023-11-01,ILLEGAL POSSESSION OF FIREARMS,19
TORIL,2023-11-01,PHYSICAL INJURY,10
INDANGAN,2023-11-01,CYBER LIBEL,3
MULIG,2023-11-01,DRUG-RELATED,17
SIRIB,2023-11-01,PHYSICAL INJURY,7
ULAS,2023-11-01,ILLEGAL GAMBLING,19
DUMOY,2023-11-01,IDENTITY THEFT,15
BARANGAY 5-A,2023-11-01,PHYSICAL INJURY,3
BARANGAY 27-C,2023-11-01,HOMICIDE,15
MANUEL GUIANGA,2023-11-01,MURDER,21
SIRIB,2023-11-01,ILLEGAL GAMBLING,22
BARANGAY 14-B,2023-11-01,ROBBERY,14
LIZADA,2023-11-01,DRUG-RELATED,11
BARANGAY 39-D,2023-11-01,BURGLARY,14
COMMUNAL,2023-11-01,THEFT,22
MANUEL GUIANGA,2023-11-01,IDENTITY THEFT,1
ILANG,2023-11-01,CARNAPPING,15
WINES,2023-11-01,HACKING,9
LIZADA,2023-11-01,BURGLARY,17
TACUNAN,2023-11-01,ILLEGAL POSSESSION OF FIREARMS,24
MAA,2023-11-01,IDENTITY THEFT,2
CENTRO SAN JUAN,2023-11-01,ILLEGAL GAMBLING,21
BARANGAY 2-A,2023-11-01,ONLINE SCAM,5
ULAS,2023-11-01,HACKING,18
MARILOG,2023-11-01,DRUG-RELATED,18
BUDA,2023-11-01,IDENTITY THEFT,14
SUBASTA,2023-11-01,HACKING,1
ACACIA,2023-11-01,VANDALISM,4
CATALUNAN PEQUENO,2023-11-01,MURDER,18
BALENGAENG,2023-11-01,CHILD ABUSE,2
NEW VALENCIA,2023-11-01,CARNAPPING,13
GUMITAN,2023-11-01,ONLINE SCAM,15
PANALUM,2023-11-01,BURGLARY,23
SAN ISIDRO,2023-11-01,PHYSICAL INJURY,18
SALUMAY,2023-11-01,ONLINE SCAM,2
CATALUNAN GRANDE,2023-11-01,CARNAPPING,2
MAHAYAG,2023-11-01,ROBBERY,8
WAAN,2023-11-01,MURDER,11
MALABOG,2023-11-01,HACKING,24
TAMAYONG,2023-11-01,IDENTITY THEFT,18
WAAN,2023-11-01,RAPE,4
ACACIA,2023-11-01,CARNAPPING,9
BAO JOAQUIN,2023-11-01,ONLINE SCAM,8
76-A BUCANA,2023-11-01,VANDALISM,1
MANDUG,2023-11-01,IDENTITY THEFT,7
MANDUG,2023-12-01,DRUG-RELATED,13
MAHAYAG,2023-12-01,DRUG-RELATED,7
CABANTIAN,2023-12-01,VANDALISM,6
BARANGAY 22-C,2023-12-01,VANDALISM,19
MULIG,2023-12-01,CYBER LIBEL,16
BARANGAY 23-C,2023-12-01,THEFT,23
BUHANGIN,2023-12-01,HOMICIDE,19
BARANGAY 17-B,2023-12-01,ILLEGAL GAMBLING,13
BARANGAY 37-D,2023-12-01,CARNAPPING,10
CABANTIAN,2023-12-01,IDENTITY THEFT,7
TUNGKALAN,2023-12-01,ONLINE SCAM,8
CATALUNAN PEQUENO,2023-12-01,IDENTITY THEFT,9
BUDA,2023-12-01,ONLINE SCAM,2
BARANGAY 5-A,2023-12-01,MURDER,14
ACACIA,2023-12-01,ROBBERY,1
LAMANAN,2023-12-01,CARNAPPING,20
MAPI-ILA,2023-12-01,CARNAPPING,17
LIZADA,2023-12-01,CHILD ABUSE,22
TIGATTO,2023-12-01,BURGLARY,9
BARANGAY 10-A,2023-12-01,CYBER LIBEL,19
SALAPAWAN,2023-12-01,CHILD ABUSE,7
DALIAO,2023-12-01,VANDALISM,22
BUDA,2023-12-01,ONLINE SCAM,10
CALINAN,2023-12-01,ROBBERY,6
BINUGAO,2023-12-01,HOMICIDE,5
SAN ISIDRO,2023-12-01,HACKING,5
BARANGAY 22-C,2023-12-01,ILLEGAL POSSESSION OF FIREARMS,9
BALENGAENG,2023-12-01,PHYSICAL INJURY,16
SUAWAN,2023-12-01,RAPE,9
BARANGAY 23-C,2023-12-01,RAPE,11
BARANGAY 32-D,2023-12-01,ROBBERY,18
BARANGAY 26-C,2023-12-01,DRUG-RELATED,24
MINTAL,2023-12-01,HOMICIDE,24
PANACAN,2023-12-01,DRUG-RELATED,17
ACACIA,2023-12-01,CARNAPPING,20
TUNGKALAN,2023-12-01,HOMICIDE,13
LACSON,2023-12-01,ROBBERY,7
WANGAN,2023-12-01,HACKING,7
CENTRO SAN JUAN,2023-12-01,CARNAPPING,17
SALAYSAY,2023-12-01,ROBBERY,6
TAGURANO,2023-12-01,CARNAPPING,20
CATIGAN,2023-12-01,VANDALISM,17
WANGAN,2023-12-01,CHILD ABUSE,8
PAMPANGA,2023-12-01,ILLEGAL POSSESSION OF FIREARMS,22
CENTRO SAN JUAN,2023-12-01,CHILD ABUSE,18
BARANGAY 10-A,2023-12-01,CARNAPPING,1
BALENGAENG,2023-12-01,RAPE,6
BUHANGIN,2023-12-01,ROBBERY,23
MARILOG,2023-12-01,HACKING,1
MALAGOS,2023-12-01,CYBER LIBEL,15
BAO ESCUELA,2023-12-01,CHILD ABUSE,15
MAGSAYSAY,2023-12-01,ROBBERY,18
TIBULOY,2023-12-01,ROBBERY,21
MAHAYAG,2023-12-01,ILLEGAL GAMBLING,12
BARANGAY 9-A,2023-12-01,ROBBERY,1
LAMANAN,2023-12-01,HACKING,20
SIRIB,2023-12-01,BURGLARY,2
MABUHAY,2023-12-01,HACKING,17
SUBASTA,2023-12-01,CARNAPPING,5
MALAGOS,2023-12-01,ONLINE SCAM,15
NEW VALENCIA,2023-12-01,MURDER,22
BARANGAY 8-A,2023-12-01,VANDALISM,9
BARANGAY 14-B,2023-12-01,HOMICIDE,1
BARANGAY 17-B,2023-12-01,IDENTITY THEFT,14
LACSON,2023-12-01,RAPE,8
BARANGAY 39-D,2023-12-01,HACKING,23
BARANGAY 13-B,2023-12-01,MURDER,18
ALFONSO ANGLIONGTO SR,2023-12-01,HACKING,15
MATINA APLAYA,2023-12-01,CYBER LIBEL,13
PANACAN,2023-12-01,DRUG-RELATED,15
MINTAL,2024-01-01,MURDER,12
FATIMA,2024-01-01,ILLEGAL GAMBLING,19
INDANGAN,2024-01-01,ILLEGAL GAMBLING,7
DALIAO,2024-01-01,IDENTITY THEFT,9
PANALUM,2024-01-01,RAPE,21
TACUNAN,2024-01-01,RAPE,20
GUMALANG,2024-01-01,IDENTITY THEFT,13
SANTO NINO,2024-01-01,IDENTITY THEFT,6
MANUEL GUIANGA,2024-01-01,THEFT,6
BALIOK,2024-01-01,THEFT,7
FATIMA,2024-01-01,ILLEGAL GAMBLING,21
ANGALAN,2024-01-01,MURDER,18
ACACIA,2024-01-01,CYBER LIBEL,10
TUNGKALAN,2024-01-01,CYBER LIBEL,8
MARILOG,2024-01-01,THEFT,23
AQUINO,2024-01-01,RAPE,13
BUHANGIN,2024-01-01,ONLINE SCAM,2
CALINAN,2024-01-01,HACKING,22
BALIOK,2024-01-01,ONLINE SCAM,13
CALINAN,2024-01-01,THEFT,17
BARANGAY 37-D,2024-01-01,ILLEGAL GAMBLING,5
SASA,2024-01-01,HOMICIDE,1
BARANGAY 37-D,2024-01-01,ILLEGAL GAMBLING,3
SAN ISIDRO,2024-01-01,CARNAPPING,21
TUGBOK,2024-01-01,VANDALISM,8
GUMITAN,2024-01-01,ILLEGAL POSSESSION OF FIREARMS,24
WAAN,2024-01-01,ONLINE SCAM,8
BARANGAY 19-B,2024-01-01,ILLEGAL GAMBLING,3
LASANG,2024-01-01,BURGLARY,9
MAGTUOD,2024-01-01,ILLEGAL POSSESSION OF FIREARMS,16
MALABOG,2024-01-01,ONLINE SCAM,7
BAGO GALLERA,2024-01-01,CHILD ABUSE,4
CENTRO SAN JUAN,2024-01-01,HACKING,2
MINTAL,2024-01-01,CARNAPPING,21
ALFONSO ANGLIONGTO SR,2024-01-01,ILLEGAL GAMBLING,4
CAWAYAN,2024-01-01,CHILD ABUSE,22
TIGATTO,2024-01-01,CARNAPPING,14
TIBUNGCO,2024-01-01,HACKING,12
GUMITAN,2024-01-01,HOMICIDE,9
TALOMO RIVER,2024-01-01,IDENTITY THEFT,18
BARANGAY 23-C,2024-01-01,RAPE,2
BAO ESCUELA,2024-01-01,MURDER,12
BARANGAY 27-C,2024-01-01,MURDER,12
BARANGAY 20-B,2024-01-01,IDENTITY THEFT,2
MAGTUOD,2024-01-01,HACKING,18
ILANG,2024-01-01,ILLEGAL GAMBLING,5
RIVERSIDE,2024-01-01,HACKING,1
BUHANGIN,2024-01-01,ROBBERY,17
TALOMO RIVER,2024-01-01,CHILD ABUSE,2
VICENTE HIZON,2024-01-01,CHILD ABUSE,5
BANTOL,2024-01-01,HOMICIDE,12
TAMUGAN,2024-01-01,RAPE,5
FATIMA,2024-01-01,MURDER,10
BARANGAY 18-B,2024-01-01,HOMICIDE,13
MALABOG,2024-01-01,HACKING,18
TAPAK,2024-01-01,HACKING,3
MALABOG,2024-01-01,CARNAPPING,3
74-A MATINA CROSSING,2024-01-01,IDENTITY THEFT,3
TIGATTO,2024-01-01,CYBER LIBEL,10
BARANGAY 13-B,2024-01-01,ROBBERY,15
BAYABAS,2024-01-01,CARNAPPING,1
PACIANO BANGOY,2024-01-01,ROBBERY,9
BARANGAY 27-C,2024-01-01,BURGLARY,12
BAGANIHAN,2024-01-01,ILLEGAL GAMBLING,19
PACIANO BANGOY,2024-01-01,VANDALISM,5
PANACAN,2024-01-01,PHYSICAL INJURY,23
TAPAK,2024-01-01,HOMICIDE,23
BAGUIO PROPER,2024-01-01,RAPE,13
BARANGAY 26-C,2024-01-01,DRUG-RELATED,12
INDANGAN,2024-01-01,ONLINE SCAM,13
MAGTUOD,2024-02-01,RAPE,7
SUBASTA,2024-02-01,IDENTITY THEFT,9
76-A BUCANA,2024-02-01,MURDER,10
BALENGAENG,2024-02-01,PHYSICAL INJURY,21
TAMUGAN,2024-02-01,PHYSICAL INJURY,7
PAQUIBATO,2024-02-01,ONLINE SCAM,16
TAPAK,2024-02-01,HOMICIDE,3
SALUMAY,2024-02-01,VANDALISM,4
TIGATTO,2024-02-01,ILLEGAL POSSESSION OF FIREARMS,15
BARANGAY 3-A,2024-02-01,CHILD ABUSE,2
TUGBOK,2024-02-01,PHYSICAL INJURY,3
MATINA CROSSING,2024-02-01,BURGLARY,24
BAGUIO PROPER,2024-02-01,CARNAPPING,16
MAPI-ILA,2024-02-01,CARNAPPING,24
PACIANO BANGOY,2024-02-01,CARNAPPING,8
SASA,2024-02-01,CHILD ABUSE,17
BARANGAY 32-D,2024-02-01,THEFT,3
BARANGAY 3-A,2024-02-01,ROBBERY,11
BARANGAY 27-C,2024-02-01,ILLEGAL POSSESSION OF FIREARMS,19
TUGBOK,2024-02-01,ROBBERY,5
BARANGAY 11-A,2024-02-01,VANDALISM,7
DUTERTE,2024-02-01,BURGLARY,19
RIVERSIDE,2024-02-01,VANDALISM,2
BARANGAY 38-D,2024-02-01,IDENTITY THEFT,24
MANUEL GUIANGA,2024-02-01,ONLINE SCAM,19
TALOMO RIVER,2024-02-01,PHYSICAL INJURY,6
SANTO NINO,2024-02-01,VANDALISM,11
ACACIA,2024-02-01,ONLINE SCAM,13
BALENGAENG,2024-02-01,HACKING,8
TACUNAN,2024-02-01,ILLEGAL POSSESSION OF FIREARMS,16
SALUMAY,2024-02-01,IDENTITY THEFT,13
ALFONSO ANGLIONGTO SR,2024-02-01,MURDER,12
76-A BUCANA,2024-02-01,BURGLARY,5
CATALUNAN PEQUENO,2024-02-01,THEFT,20
BARANGAY 28-C,2024-02-01,BURGLARY,22
MATINA PANGI,2024-02-01,RAPE,21
MARAPANGI,2024-02-01,CYBER LIBEL,11
BAGANIHAN,2024-02-01,PHYSICAL INJURY,18
BUDA,2024-02-01,ONLINE SCAM,4
MAGSAYSAY,2024-02-01,DRUG-RELATED,16
TUNGKALAN,2024-02-01,VANDALISM,3
SALOY,2024-02-01,RAPE,10
BARANGAY 3-A,2024-02-01,HOMICIDE,10
MAGSAYSAY,2024-02-01,CARNAPPING,6
ALFONSO ANGLIONGTO SR,2024-02-01,MURDER,15
BARANGAY 28-C,2024-02-01,CHILD ABUSE,10
BAGO GALLERA,2024-02-01,HACKING,16
BARANGAY 28-C,2024-02-01,THEFT,4
SIRIB,2024-02-01,RAPE,21
SUBASTA,2024-02-01,CARNAPPING,5
BUDA,2024-02-01,CHILD ABUSE,14
CABANTIAN,2024-02-01,MURDER,5
BARANGAY 2-A,2024-02-01,HACKING,13
TAMBOBONG,2024-02-01,ILLEGAL POSSESSION OF FIREARMS,1
MULIG,2024-02-01,CARNAPPING,18
BARANGAY 19-B,2024-02-01,RAPE,13
TIBUNGCO,2024-02-01,ILLEGAL POSSESSION OF FIREARMS,19
EDEN,2024-02-01,VANDALISM,13
CABANTIAN,2024-02-01,ILLEGAL POSSESSION OF FIREARMS,24
CALINAN,2024-02-01,HACKING,5
CENTRO SAN JUAN,2024-02-01,ONLINE SCAM,15
MABUHAY,2024-02-01,ONLINE SCAM,10
TUNGKALAN,2024-02-01,CARNAPPING,17
LACSON,2024-02-01,ONLINE SCAM,12
BARANGAY 9-A,2024-02-01,PHYSICAL INJURY,23
TIBUNGCO,2024-02-01,THEFT,24
BUHANGIN,2024-02-01,ROBBERY,9
CATALUNAN GRANDE,2024-02-01,HOMICIDE,16
SALAPAWAN,2024-02-01,RAPE,20
BARANGAY 23-C,2024-02-01,PHYSICAL INJURY,11
BARANGAY 19-B,2024-03-01,MURDER,1
ANGALAN,2024-03-01,HOMICIDE,9
SALUMAY,2024-03-01,MURDER,16
BAYABAS,2024-03-01,RAPE,3
BALIOK,2024-03-01,CHILD ABUSE,13
AGDAO PROPER,2024-03-01,RAPE,3
MAA,2024-03-01,HOMICIDE,21
CARMEN,2024-03-01,CHILD ABUSE,21
CATALUNAN PEQUENO,2024-03-01,ONLINE SCAM,9
INDANGAN,2024-03-01,BURGLARY,13
BARANGAY 18-B,2024-03-01,CHILD ABUSE,3
CENTRO SAN JUAN,2024-03-01,IDENTITY THEFT,20
PANALUM,2024-03-01,HOMICIDE,2
SAN ISIDRO,2024-03-01,ROBBERY,7
DALIAO,2024-03-01,ILLEGAL POSSESSION OF FIREARMS,12
LASANG,2024-03-01,PHYSICAL INJURY,8
BARANGAY 22-C,2024-03-01,MURDER,16
COMMUNAL,2024-03-01,BURGLARY,9
WAAN,2024-03-01,CHILD ABUSE,5
CATIGAN,2024-03-01,IDENTITY THEFT,22
MATINA APLAYA,2024-03-01,ILLEGAL POSSESSION OF FIREARMS,20
MALABOG,2024-03-01,CARNAPPING,21
MAPI-ILA,2024-03-01,CYBER LIBEL,22
TAMBOBONG,2024-03-01,ONLINE SCAM,23
SASA,2024-03-01,VANDALISM,2
TAPAK,2024-03-01,RAPE,1
TUNGKALAN,2024-03-01,DRUG-RELATED,16
SALOY,2024-03-01,HOMICIDE,23
MATINA APLAYA,2024-03-01,ONLINE SCAM,11
SUAWAN,2024-03-01,MURDER,3
BARANGAY 17-B,2024-03-01,ROBBERY,10
CAWAYAN,2024-03-01,ILLEGAL GAMBLING,7
TALOMO RIVER,2024-03-01,MURDER,8
TAMUGAN,2024-03-01,RAPE,23
BAGO APLAYA,2024-03-01,CHILD ABUSE,4
BARANGAY 20-B,2024-03-01,DRUG-RELATED,2
TALOMO RIVER,2024-03-01,VANDALISM,23
BARANGAY 14-B,2024-03-01,MURDER,19
SALUMAY,2024-03-01,BURGLARY,7
BARANGAY 20-B,2024-03-01,MURDER,12
BARANGAY 23-C,2024-03-01,HOMICIDE,20
MARILOG,2024-03-01,CARNAPPING,15
MULIG,2024-03-01,ILLEGAL GAMBLING,1
BARANGAY 39-D,2024-03-01,CYBER LIBEL,12
MANUEL GUIANGA,2024-03-01,ILLEGAL POSSESSION OF FIREARMS,11
BARANGAY 26-C,2024-03-01,ONLINE SCAM,17
BARANGAY 11-A,2024-03-01,ILLEGAL POSSESSION OF FIREARMS,4
MAGSAYSAY,2024-03-01,HOMICIDE,11
BARANGAY 9-A,2024-03-01,VANDALISM,22
LAMANAN,2024-03-01,THEFT,8
PAMPANGA,2024-03-01,CYBER LIBEL,14
ACACIA,2024-03-01,RAPE,15
BAGO OSHIRO,2024-03-01,HOMICIDE,2
LAPU-LAPU,2024-03-01,ONLINE SCAM,4
CALINAN,2024-03-01,ILLEGAL POSSESSION OF FIREARMS,13
SALAYSAY,2024-03-01,CARNAPPING,15
SASA,2024-03-01,MURDER,6
PAQUIBATO,2024-03-01,VANDALISM,6
BARANGAY 27-C,2024-03-01,RAPE,22
LAMANAN,2024-03-01,RAPE,10
AGDAO PROPER,2024-03-01,BURGLARY,6
SANTO NINO,2024-03-01,CHILD ABUSE,24
DUTERTE,2024-03-01,HACKING,18
TACUNAN,2024-03-01,THEFT,7
BAYABAS,2024-03-01,PHYSICAL INJURY,19
TAMAYONG,2024-03-01,CHILD ABUSE,6
DALIAO,2024-03-01,ROBBERY,23
TAGURANO,2024-03-01,RAPE,14
SASA,2024-03-01,VANDALISM,7
ILANG,2024-03-01,IDENTITY THEFT,12
ULAS,2024-04-01,HACKING,15
MANDUG,2024-04-01,ONLINE SCAM,11
MAGTUOD,2024-04-01,CARNAPPING,13
BARANGAY 28-C,2024-04-01,CHILD ABUSE,7
MATINA APLAYA,2024-04-01,CARNAPPING,11
CATALUNAN PEQUENO,2024-04-01,RAPE,8
TAPAK,2024-04-01,MURDER,10
SALAYSAY,2024-04-01,BURGLARY,24
INDANGAN,2024-04-01,DRUG-RELATED,8
GUMITAN,2024-04-01,DRUG-RELATED,14
CATIGAN,2024-04-01,HOMICIDE,10
BINUGAO,2024-04-01,ILLEGAL POSSESSION OF FIREARMS,20
BARANGAY 11-A,2024-04-01,THEFT,2
SUAWAN,2024-04-01,HACKING,5
BARANGAY 38-D,2024-04-01,HOMICIDE,7
TIBUNGCO,2024-04-01,HACKING,3
BARANGAY 22-C,2024-04-01,VANDALISM,1
TUNGKALAN,2024-04-01,CYBER LIBEL,3
MARILOG,2024-04-01,CYBER LIBEL,1
BARANGAY 2-A,2024-04-01,BURGLARY,20
INDANGAN,2024-04-01,RAPE,3
VICENTE HIZON,2024-04-01,DRUG-RELATED,3
SALAPAWAN,2024-04-01,CARNAPPING,16
BAGUIO PROPER,2024-04-01,VANDALISM,8
TALOMO RIVER,2024-04-01,CARNAPPING,14
MAGTUOD,2024-04-01,PHYSICAL INJURY,4
LAPU-LAPU,2024-04-01,CARNAPPING,16
PANACAN,2024-04-01,CARNAPPING,10
MARAPANGI,2024-04-01,CHILD ABUSE,7
TAMBOBONG,2024-04-01,RAPE,15
AQUINO,2024-04-01,ILLEGAL GAMBLING,8
SASA,2024-04-01,MURDER,18
TAMAYONG,2024-04-01,IDENTITY THEFT,10
BARANGAY 27-C,2024-04-01,THEFT,6
MANDUG,2024-04-01,ROBBERY,12
BARANGAY 37-D,2024-04-01,IDENTITY THEFT,13
40-D BOLTON ISLA,2024-04-01,THEFT,4
BARANGAY 26-C,2024-04-01,ONLINE SCAM,21
EDEN,2024-04-01,HACKING,13
MAHAYAG,2024-04-01,RAPE,19
BARANGAY 13-B,2024-04-01,CYBER LIBEL,21
BALIOK,2024-04-01,BURGLARY,20
BARANGAY 13-B,2024-04-01,CARNAPPING,1
TAMUGAN,2024-04-01,ROBBERY,2
BARANGAY 22-C,2024-04-01,THEFT,10
PAQUIBATO,2024-04-01,THEFT,14
ANGALAN,2024-04-01,THEFT,14
BAGANIHAN,2024-04-01,CHILD ABUSE,2
BARANGAY 2-A,2024-04-01,HOMICIDE,24
BAGO GALLERA,2024-04-01,VANDALISM,23
BARANGAY 37-D,2024-04-01,CHILD ABUSE,17
MANUEL GUIANGA,2024-04-01,IDENTITY THEFT,9
SIRIB,2024-04-01,ONLINE SCAM,12
BARANGAY 23-C,2024-04-01,IDENTITY THEFT,4
BARANGAY 28-C,2024-04-01,HOMICIDE,22
RIVERSIDE,2024-04-01,ROBBERY,4
MATINA APLAYA,2024-04-01,IDENTITY THEFT,8
FATIMA,2024-04-01,ILLEGAL GAMBLING,2
TUGBOK,2024-04-01,VANDALISM,16
MATINA PANGI,2024-04-01,BURGLARY,5
BARANGAY 9-A,2024-04-01,IDENTITY THEFT,13
MAA,2024-04-01,MURDER,21
MARAPANGI,2024-04-01,HACKING,7
MALAGOS,2024-04-01,IDENTITY THEFT,23
TAMBOBONG,2024-04-01,PHYSICAL INJURY,24
BUHANGIN,2024-04-01,ILLEGAL POSSESSION OF FIREARMS,3
PAQUIBATO,2024-04-01,RAPE,6
BARANGAY 2-A,2024-04-01,RAPE,6
DUTERTE,2024-04-01,RAPE,24
TALOMO,2024-04-01,ILLEGAL POSSESSION OF FIREARMS,16
MATINA PANGI,2024-05-01,DRUG-RELATED,6
BARANGAY 28-C,2024-05-01,ILLEGAL POSSESSION OF FIREARMS,4
40-D BOLTON ISLA,2024-05-01,VANDALISM,13
ANGALAN,2024-05-01,ROBBERY,16
MARILOG,2024-05-01,CHILD ABUSE,12
BINUGAO,2024-05-01,VANDALISM,24
BARANGAY 2-A,2024-05-01,ILLEGAL GAMBLING,1
BARANGAY 11-A,2024-05-01,HACKING,23
ACACIA,2024-05-01,BURGLARY,23
MATINA APLAYA,2024-05-01,CHILD ABUSE,22
TUNGKALAN,2024-05-01,CYBER LIBEL,24
VICENTE HIZON,2024-05-01,THEFT,9
MAGTUOD,2024-05-01,BURGLARY,9
BARANGAY 8-A,2024-05-01,VANDALISM,6
LOS AMIGOS,2024-05-01,PHYSICAL INJURY,3
BALIOK,2024-05-01,ROBBERY,4
SUAWAN,2024-05-01,DRUG-RELATED,3
TORIL,2024-05-01,CARNAPPING,14
PANALUM,2024-05-01,VANDALISM,1
TAGURANO,2024-05-01,THEFT,9
DUMOY,2024-05-01,DRUG-RELATED,3
SAN ANTONIO,2024-05-01,DRUG-RELATED,15
DALIAO,2024-05-01,THEFT,6
TIGATTO,2024-05-01,MURDER,11
TAMBOBONG,2024-05-01,PHYSICAL INJURY,12
BARANGAY 13-B,2024-05-01,ILLEGAL GAMBLING,7
INDANGAN,2024-05-01,IDENTITY THEFT,21
INDANGAN,2024-05-01,THEFT,22
TALANDANG,2024-05-01,HOMICIDE,18
MAHAYAG,2024-05-01,HOMICIDE,4
AGDAO PROPER,2024-05-01,VANDALISM,7
DUMOY,2024-05-01,DRUG-RELATED,12
BAGANIHAN,2024-05-01,CARNAPPING,23
WINES,2024-05-01,RAPE,9
